locus_tag, sites, diversity
ECB_00117,916,0.0138781980115
ECB_00118,136,0.0309820538385
ECB_00119,264,0.0231381612738
ECB_00120,288,0.00316619585687
ECB_00121,172,0.11932400473
ECB_00122,531,0.0115292540458
ECB_00124,191,0.018886621114
ECB_00125,220,0.00281972265023
ECB_00126,308,0.00229657348301
ECB_00127,256,0.000884975282486
ECB_00128,146,0.0249129324356
ECB_00129,409,0.0168635089028
ECB_00130,126,0.000529100529101
ECB_00131,363,0.0583415044124
ECB_00132,283,0.0131580523447
ECB_00133,264,0.0299071220681
ECB_00141,160,0.0687076271186
ECB_00142,472,0.0260401704491
ECB_00143,308,0.0281678773204
ECB_00144,157,0.00390442261326
ECB_00145,234,0.00629919358733
ECB_00147,824,0.0291392408535
ECB_00148,844,0.00277130693228
ECB_00153,426,0.00413516882841
ECB_00155,125,0.0111367231638
ECB_00156,207,0.00107262752804
ECB_00157,266,0.0144747461875
ECB_00158,232,0.000689168127801
ECB_00159,505,0.00585333109582
ECB_00160,474,0.00635533624163
ECB_00161,385,0.0164751632548
ECB_00162,128,0.00104166666667
ECB_00164,274,0.0030661058188
ECB_00166,264,0.000252525252525
ECB_00167,307,0.00855738972009
ECB_00169,241,0.0
ECB_00170,185,0.00425103069171
ECB_00172,253,0.00199861548425
ECB_00173,285,0.0357399147586
ECB_00174,465,0.00713079399793
ECB_00175,810,0.00489572434958
ECB_00176,161,0.0116047303225
ECB_00177,341,0.00345113242872
ECB_00179,262,0.00186526933195
ECB_00180,382,0.00746295145976
ECB_00181,198,0.00907664212749
ECB_00182,1160,0.00190337034872
ECB_00183,319,0.00450383436941
ECB_00185,138,0.0177147302055
ECB_00186,437,0.0307386003698
ECB_00187,86,0.0290960451977
ECB_00189,181,0.0263195679995
ECB_00190,140,0.0171428571429
ECB_00191,236,0.0146677200038
ECB_00193,572,0.00787108371854
ECB_00194,235,0.00520254838322
ECB_00195,134,0.0181170419091
ECB_00196,271,0.00276440052536
ECB_00197,217,0.00381421021115
ECB_00198,343,0.00190245589761
ECB_00199,191,0.0170378915609
ECB_00200,267,0.0193275354959
ECB_00201,304,0.0114722717811
ECB_00202,274,0.014318116211
ECB_00203,256,0.106437588277
ECB_00205,251,0.0101447318072
ECB_00206,246,0.0142391254421
ECB_00207,192,0.0270127118644
ECB_00208,246,0.0125028707914
ECB_00214,259,0.0214449316144
ECB_00215,157,0.0133470078088
ECB_00217,246,0.0216136144412
ECB_00218,260,0.00715341156019
ECB_00219,246,0.000649947177438
ECB_00222,269,0.0817234788818
ECB_00226,351,0.00600061165033
ECB_00232,485,0.00938319063428
ECB_00233,152,0.00428932500743
ECB_00234,414,0.00510658041977
ECB_00235,133,0.0307293657873
ECB_00238,353,0.0100494550343
ECB_00239,367,0.0
ECB_00240,417,0.0100191033614
ECB_00297,417,0.00196723976751
ECB_00308,185,0.00721942281264
ECB_00309,278,0.0319859366744
ECB_00310,369,0.00279883024819
ECB_00311,98,0.0552807563703
ECB_00319,335,0.0106771228603
ECB_00331,112,0.017191283293
ECB_00332,371,0.00656646412962
ECB_00333,305,0.0093248124479
ECB_00335,174,0.0120105201636
ECB_00337,225,0.0164896421846
ECB_00342,325,0.0197809647979
ECB_00343,344,0.0244153199317
ECB_00345,1048,0.0205659421227
ECB_00346,408,0.0109338650715
ECB_00347,243,0.00576131687243
ECB_00348,431,0.00966088586522
ECB_00349,439,0.00144267274108
ECB_00350,458,0.00193792712111
ECB_00353,356,0.00373262235765
ECB_00354,375,0.000177777777778
ECB_00355,110,0.0
ECB_00356,615,0.00718203114235
ECB_00357,338,0.0092200715408
ECB_00358,138,0.0272619340047
ECB_00359,310,0.0168215782759
ECB_00361,149,0.0275622796041
ECB_00362,367,0.0185794116289
ECB_00363,188,0.0172707056137
ECB_00365,325,0.00440851803564
ECB_00366,172,0.0138319537511
ECB_00367,324,0.00829148357397
ECB_00368,620,0.00273920174959
ECB_00369,299,0.00582922358899
ECB_00372,198,0.0178479712378
ECB_00373,303,0.0182319926908
ECB_00374,219,0.0113819879782
ECB_00375,520,0.0258246414602
ECB_00379,311,0.00906861409341
ECB_00381,204,0.017912927883
ECB_00382,663,0.000149125273751
ECB_00383,321,0.00836017389162
ECB_00384,491,0.00379371051814
ECB_00385,226,0.0377081145943
ECB_00386,105,0.00147968792037
ECB_00387,432,0.00213695333752
ECB_00389,424,0.0114726574992
ECB_00391,799,0.00539374783451
ECB_00392,90,0.00222222222222
ECB_00393,623,0.00261446799249
ECB_00394,123,0.0162923154655
ECB_00395,132,0.00751155624037
ECB_00396,231,0.00616088243207
ECB_00397,571,0.0104633559916
ECB_00398,277,0.0115503069612
ECB_00400,590,0.0125079000287
ECB_00401,631,0.00589415061735
ECB_00402,158,0.0370557105056
ECB_00403,428,0.00340303078304
ECB_00404,314,0.014136888697
ECB_00405,190,0.0166636931311
ECB_00406,136,0.0904120970422
ECB_00407,117,0.010164662707
ECB_00409,169,0.0244709658008
ECB_00414,409,0.0224980315776
ECB_00415,215,0.00431480751544
ECB_00416,1120,0.0033504842615
ECB_00418,196,0.024236135132
ECB_00419,125,0.00952316384181
ECB_00420,201,0.0139640779155
ECB_00421,643,0.022904640149
ECB_00423,201,0.000663349917081
ECB_00424,624,0.00186513110242
ECB_00425,234,0.0160654787773
ECB_00426,320,0.00680261299435
ECB_00427,322,0.0199915780608
ECB_00438,137,0.0155717761557
ECB_00439,152,0.0253308058281
ECB_00440,305,0.00180050013893
ECB_00441,226,0.00860706964652
ECB_00464,383,0.0158575622133
ECB_00465,261,0.00976470333571
ECB_00467,349,0.0108154047885
ECB_00470,302,0.0330078198077
ECB_00471,297,0.0102588978295
ECB_00472,355,0.0156934829315
ECB_00473,178,0.00863645019996
ECB_00474,240,0.0179048964218
ECB_00476,461,0.00174883880535
ECB_00479,288,0.00340552416824
ECB_00625,513,0.0123952379379
ECB_00626,292,0.0
ECB_00627,155,0.00597412064881
ECB_00628,359,0.0186047243599
ECB_00629,474,0.00109299387351
ECB_00630,391,0.0180270781857
ECB_00631,632,0.0185144461131
ECB_00632,250,0.000528813559322
ECB_00633,406,8.21018062397e-05
ECB_00634,382,0.00310290768184
ECB_00635,266,0.0067371819379
ECB_00636,648,0.0056183301946
ECB_00637,554,0.00255868975504
ECB_00640,148,0.0
ECB_00641,215,0.0426330311391
ECB_00642,120,0.0958898305085
ECB_00643,254,0.0111081453801
ECB_00644,226,0.0099595020249
ECB_00645,563,0.00711984827046
ECB_00651,225,0.0148047708726
ECB_00654,682,0.00628758884636
ECB_00667,169,0.0360980175843
ECB_00668,473,0.0374386354678
ECB_00669,493,0.00574254248748
ECB_00670,247,0.00129463162469
ECB_00671,262,0.0238064432656
ECB_00672,310,0.00955895753599
ECB_00680,427,0.00198997075907
ECB_00681,134,0.0487477864913
ECB_00682,115,0.00292311471383
ECB_00683,592,0.00119102153
ECB_00684,238,0.00185870958553
ECB_00686,405,0.00223198716607
ECB_00687,388,0.000429553264605
ECB_00688,289,0.000346020761246
ECB_00696,134,0.00970149253731
ECB_00697,230,0.00787767133382
ECB_00698,142,0.00909127078857
ECB_00701,181,0.00779099166589
ECB_00702,263,0.0218405619643
ECB_00703,347,0.0122665624644
ECB_00704,239,0.00908918989197
ECB_00706,126,0.00880638507757
ECB_00707,350,0.00636481033091
ECB_00708,255,0.00261216350947
ECB_00725,427,0.0145000595403
ECB_00740,158,0.00767360366159
ECB_00741,466,0.0309412962828
ECB_00742,346,0.00173573691258
ECB_00743,384,0.0290622057439
ECB_00745,225,0.0213333333333
ECB_00746,673,0.000579242954643
ECB_00747,322,0.0163859353616
ECB_00748,356,0.0178759601346
ECB_00749,170,0.00265869059488
ECB_00750,161,0.000614099729796
ECB_00752,150,0.00563465160075
ECB_00753,261,0.02155334762
ECB_00755,318,0.00854564190029
ECB_00756,413,0.00397805775571
ECB_00757,253,0.00265067774279
ECB_00760,377,0.00159450913396
ECB_00761,583,0.0133238363811
ECB_00762,332,0.00530937308556
ECB_00763,227,0.00905448119664
ECB_00766,763,0.0179428512192
ECB_00767,320,0.00765536723164
ECB_00768,361,0.0109473058203
ECB_00771,240,0.0226624293785
ECB_00773,135,0.190981376857
ECB_00774,346,0.0365206884164
ECB_00775,786,0.00648854961832
ECB_00776,240,0.0133780602637
ECB_00777,219,0.000299254443671
ECB_00778,248,0.000134408602151
ECB_00779,198,0.0249643325915
ECB_00781,173,0.00198883119428
ECB_00782,527,0.0176642116661
ECB_00784,155,0.00219792236195
ECB_00785,372,0.0123519227264
ECB_00787,531,0.00129911583517
ECB_00789,271,0.0164571476223
ECB_00791,308,0.0280266343826
ECB_00792,244,0.0198851532833
ECB_00793,249,0.0155174369796
ECB_00794,411,0.0101777392882
ECB_00796,659,0.0244558181803
ECB_00798,306,0.00116133082235
ECB_00799,303,0.00381309317372
ECB_00801,442,0.0194902472071
ECB_00802,441,0.00108254224477
ECB_00805,210,0.00611783696529
ECB_00806,407,0.00647149460709
ECB_00807,253,0.00414684799357
ECB_00808,198,0.00615762141186
ECB_00809,420,0.00717245090126
ECB_00811,272,0.0124584579595
ECB_00813,188,0.0166756821733
ECB_00852,561,0.00558526440879
ECB_00854,90,0.0170998116761
ECB_00855,95,0.0162057686589
ECB_00856,255,0.015338429157
ECB_00857,300,0.00593973634652
ECB_00858,174,0.0200402623547
ECB_00859,420,0.0321401668012
ECB_00860,404,0.0253188454439
ECB_00863,162,0.00303759503383
ECB_00864,375,0.0119231638418
ECB_00866,222,0.000295210464702
ECB_00867,238,0.00687698808337
ECB_00868,243,0.0111669107903
ECB_00869,266,0.00454950936664
ECB_00871,107,0.00151539152014
ECB_00872,276,0.0101367395398
ECB_00874,501,0.025257958659
ECB_00875,333,0.00996250487776
ECB_00876,572,0.00572379597803
ECB_00877,324,0.0113656971472
ECB_00878,552,0.00336833701793
ECB_00879,314,0.0197380258376
ECB_00880,234,0.00477570138587
ECB_00881,552,0.00275014328994
ECB_00882,330,0.0116897791474
ECB_00883,371,0.0068999649748
ECB_00886,106,0.00062893081761
ECB_00889,234,0.0060674103047
ECB_00890,573,0.00681022667889
ECB_00891,588,0.0068401937046
ECB_00892,361,0.0197161056075
ECB_00893,182,0.0150431489415
ECB_00894,1408,0.0240466101695
ECB_00895,204,0.00281931981832
ECB_00896,447,0.00387264753093
ECB_00899,205,0.00248587570621
ECB_00900,308,0.0131135813339
ECB_00902,382,0.0118644067797
ECB_00906,265,0.0109625839463
ECB_00908,398,0.0742412628112
ECB_00909,597,0.00759446952275
ECB_00910,230,0.00446327683616
ECB_00911,362,0.00663763773137
ECB_00912,427,0.010723878326
ECB_00913,262,0.0191486608876
ECB_00914,227,0.0
ECB_00915,557,0.0
ECB_00918,582,0.0131040441105
ECB_00922,248,0.0104155276107
ECB_00923,297,0.00263653483992
ECB_00924,259,0.00442161289619
ECB_00925,265,0.00562413388765
ECB_00926,440,0.00244478685157
ECB_00927,243,0.0277952151775
ECB_00929,615,0.0149483257544
ECB_00930,185,0.00287982898152
ECB_00931,215,0.00647483904875
ECB_00932,396,0.00379501226959
ECB_00934,466,0.00111175771684
ECB_00936,870,0.00579063575557
ECB_00937,255,0.022319707544
ECB_00938,264,0.00593006334532
ECB_00939,381,0.0113691297062
ECB_00941,191,0.0171887478924
ECB_00949,345,0.00589208220748
ECB_00950,192,0.024311440678
ECB_00951,369,0.0147857241284
ECB_00952,702,0.00616157226327
ECB_00953,635,0.00392188264603
ECB_00954,417,0.00155265618014
ECB_00955,566,0.00692739214629
ECB_00956,187,0.0252605818907
ECB_00958,238,0.0638631723876
ECB_00959,586,0.0134243458476
ECB_00960,150,0.00396986817326
ECB_00961,379,0.0382093824069
ECB_00964,720,0.00570856873823
ECB_00965,148,0.0159070087036
ECB_00966,715,0.0123985618901
ECB_00969,164,0.0285689678931
ECB_00970,122,0.0424330832639
ECB_00971,396,0.0316056040632
ECB_00973,128,0.00978548728814
ECB_00974,219,0.00814436447127
ECB_00975,381,0.00655426546258
ECB_00977,235,0.00392114436831
ECB_00978,195,0.0183949007678
ECB_00979,132,0.00963020030817
ECB_00980,305,0.020427896638
ECB_00982,378,0.00244821092279
ECB_00983,448,0.0304655972559
ECB_00995,357,0.0247938723512
ECB_00996,954,0.0291623731182
ECB_00997,342,0.0122724419335
ECB_00998,230,0.00326701056252
ECB_00999,406,0.00926776321282
ECB_01000,848,0.00752784884341
ECB_01001,210,0.0416976055959
ECB_01002,101,0.0055769983778
ECB_01003,306,0.00724123924523
ECB_01010,191,0.0356878752921
ECB_01011,196,0.0190187939583
ECB_01012,279,0.0229451430654
ECB_01015,393,0.0495550667759
ECB_01016,221,0.0104916021167
ECB_01017,1342,0.00532807934864
ECB_01018,502,0.00550678641367
ECB_01020,375,0.00765047080979
ECB_01021,423,0.00950969000013
ECB_01042,177,0.00316639535255
ECB_01043,493,0.0270750965494
ECB_01044,385,0.00280724924793
ECB_01045,517,0.00955425149439
ECB_01048,125,0.0129672316384
ECB_01050,327,0.00443511463571
ECB_01051,368,0.0135270817981
ECB_01052,191,0.00585381725678
ECB_01053,213,0.0267950452243
ECB_01055,372,0.00917927221918
ECB_01056,85,0.0110867397807
ECB_01057,125,0.0216271186441
ECB_01058,348,0.0104178842782
ECB_01059,205,0.0170152955767
ECB_01060,215,0.00339508605965
ECB_01061,412,0.00386703965773
ECB_01062,194,0.00213757353369
ECB_01063,215,0.00939955327815
ECB_01065,511,0.00151248797638
ECB_01080,1061,0.0242495886516
ECB_01082,319,0.00217664665356
ECB_01083,207,0.0343268102295
ECB_01087,317,0.00145965887825
ECB_01088,309,0.00299855557384
ECB_01091,413,0.00221884789538
ECB_01092,269,0.0150505114149
ECB_01093,340,0.0106779661017
ECB_01094,213,0.00591761491738
ECB_01095,334,0.00890422544741
ECB_01096,285,0.00321141837645
ECB_01097,477,0.00187731703562
ECB_01099,125,0.0132836158192
ECB_01101,214,0.00148371086119
ECB_01102,274,0.0286424182441
ECB_01103,341,0.0125271302417
ECB_01105,443,0.00949866727883
ECB_01106,192,0.0152365819209
ECB_01107,236,0.0506415780906
ECB_01108,85,0.00907278165503
ECB_01109,377,0.0200272744983
ECB_01110,1169,0.0169332038103
ECB_01111,357,0.0402633369732
ECB_01113,279,0.0265718972116
ECB_01121,348,0.00332164426261
ECB_01122,264,0.000500770416025
ECB_01123,287,0.0298391700624
ECB_01126,376,0.00511329486717
ECB_01127,486,0.0103461905094
ECB_01128,223,0.00284766030757
ECB_01129,456,0.00304291802954
ECB_01130,215,0.0141689659703
ECB_01131,383,0.0118127775073
ECB_01132,153,0.00311288357151
ECB_01133,218,0.0541984139325
ECB_01134,416,0.00259398087788
ECB_01149,88,0.0
ECB_01150,270,0.0
ECB_01151,236,0.00383031695873
ECB_01152,122,0.0233953876077
ECB_01154,108,0.0530968821929
ECB_01155,219,0.00270876867116
ECB_01156,158,0.0243009368519
ECB_01158,139,0.00427590131285
ECB_01160,178,0.0101504475338
ECB_01161,531,0.00448998265718
ECB_01162,239,0.0
ECB_01163,510,0.00248255234297
ECB_01164,434,0.0036553932672
ECB_01165,356,0.0109677521742
ECB_01166,578,0.0128653255919
ECB_01167,304,0.0159065566459
ECB_01178,363,0.00171981759039
ECB_01179,194,0.0130263847632
ECB_01180,92,0.0
ECB_01181,559,0.0085574522705
ECB_01182,337,0.0287515297826
ECB_01183,283,0.00668583178615
ECB_01184,229,0.024518293736
ECB_01185,484,0.0145468553019
ECB_01186,360,0.00037037037037
ECB_01187,277,0.0121315955863
ECB_01188,130,0.0174793568014
ECB_01189,269,0.00219057820343
ECB_01190,284,0.000899180393093
ECB_01194,395,0.0197353929772
ECB_01197,117,0.00654787773432
ECB_01198,476,0.0576591653611
ECB_01200,812,0.0110753945061
ECB_01204,236,0.0100665517572
ECB_01205,225,0.00107972379159
ECB_01208,280,0.00238498789346
ECB_01210,314,0.0218197848069
ECB_01212,302,0.000441501103753
ECB_01213,137,0.000721679244505
ECB_01214,205,0.0159818106656
ECB_01216,215,0.00769412692156
ECB_01219,302,0.00182399820406
ECB_01220,337,0.00366141930292
ECB_01221,334,0.00237998579113
ECB_01222,135,0.025524168236
ECB_01223,486,0.000750970681919
ECB_01224,423,0.012915548076
ECB_01226,258,0.027937634126
ECB_01227,132,0.0103578154426
ECB_01228,179,0.00267335795221
ECB_01230,243,0.0444142196182
ECB_01234,268,0.0130892149422
ECB_01237,531,0.00247161841531
ECB_01238,520,0.0113570186875
ECB_01240,293,0.0144829447947
ECB_01241,218,0.0193075208625
ECB_01245,300,0.00521468926554
ECB_01246,196,0.00943156923786
ECB_01247,252,0.0102120886019
ECB_01248,349,0.00902335972027
ECB_01249,83,0.000401606425703
ECB_01250,879,0.00498126401985
ECB_01251,324,0.000298179535468
ECB_01254,217,0.0140045301882
ECB_01255,254,0.0082654922372
ECB_01257,389,0.00387782667422
ECB_01259,109,0.016855854455
ECB_01263,644,0.00413640032284
ECB_01264,410,0.0379192503789
ECB_01265,262,0.00128951567689
ECB_01267,268,0.00128805126908
ECB_01268,330,0.00010101010101
ECB_01269,296,0.00093334860284
ECB_01270,321,0.0117781649858
ECB_01271,547,0.0119036552743
ECB_01280,330,0.010628317069
ECB_01281,222,0.00533669262483
ECB_01283,119,0.00657551156056
ECB_01285,104,0.00793676662321
ECB_01298,489,0.0146534493316
ECB_01299,353,0.00406043437205
ECB_01300,522,0.0054289239561
ECB_01301,168,0.00175881086898
ECB_01459,759,0.0105014775612
ECB_01551,111,0.0143024380313
ECB_01552,113,0.0162141892905
ECB_01553,186,0.00304355749954
ECB_01554,248,0.0380649717514
ECB_01560,207,0.011479570949
ECB_01561,438,0.0281724840699
ECB_01562,239,0.0140273739451
ECB_01563,406,0.0159235757424
ECB_01564,297,0.00927162396089
ECB_01565,417,0.0061469468493
ECB_01567,309,0.0206114127951
ECB_01568,109,0.00206810760379
ECB_01571,462,0.000540514099836
ECB_01572,528,0.0130457113508
ECB_01573,318,0.00552357602246
ECB_01574,469,0.00345608519148
ECB_01575,240,0.0133827683616
ECB_01577,259,0.0280522653404
ECB_01580,467,0.00454517959327
ECB_01582,391,0.012498735677
ECB_01583,502,0.00721633241047
ECB_01587,196,0.00649141012337
ECB_01588,255,0.0104863188213
ECB_01589,342,0.0184557438795
ECB_01591,390,0.0123047950167
ECB_01592,333,0.00548344955125
ECB_01593,359,0.0125411138914
ECB_01596,154,0.0324345146379
ECB_01597,193,0.00165686016217
ECB_01598,192,0.00559380885122
ECB_01599,808,0.0482959948537
ECB_01600,352,0.00897053158706
ECB_01601,206,0.00960177719269
ECB_01602,231,0.0176975566806
ECB_01603,211,0.00466704152944
ECB_01604,500,0.00593107344633
ECB_01605,201,0.00547825842539
ECB_01606,287,0.00590169097817
ECB_01608,218,0.00472969470793
ECB_01609,109,0.0504638988234
ECB_01610,369,0.00533278214138
ECB_01611,155,0.00769819573537
ECB_01612,146,0.0116747929727
ECB_01615,670,0.0110793490176
ECB_01616,190,0.0240618495391
ECB_01619,199,0.0643897453369
ECB_01621,135,0.0044277045407
ECB_01622,215,0.00185258178952
ECB_01624,115,0.0
ECB_01626,193,0.000512280085478
ECB_01627,389,0.00459529722743
ECB_01630,310,0.00320758155641
ECB_01631,403,0.00378657245798
ECB_01632,382,0.00217706392167
ECB_01633,213,0.00192302591443
ECB_01634,457,0.00686125431146
ECB_01635,418,0.0157435190441
ECB_01639,261,0.021126913003
ECB_01641,215,0.0264144002102
ECB_01645,542,0.0350814101361
ECB_01647,334,0.00622314692649
ECB_01648,138,0.00944894784246
ECB_01649,406,0.0069062926164
ECB_01650,423,0.0286986950889
ECB_01651,248,0.0074585383634
ECB_01652,508,0.0448096000712
ECB_01655,136,0.00803423064141
ECB_01656,1018,0.00528953414805
ECB_01657,370,0.0172942433959
ECB_01661,288,0.00488857501569
ECB_01662,252,0.0102367500673
ECB_01671,792,0.00246461793072
ECB_01672,277,0.000715902833017
ECB_01673,348,0.00293850250016
ECB_01677,154,0.00803800719055
ECB_01678,249,0.00522995938556
ECB_01679,183,0.0116482973666
ECB_01680,326,0.00693390177117
ECB_01683,331,0.00190144571321
ECB_01685,118,0.0
ECB_01688,642,0.00357727440731
ECB_01691,252,0.00234059725585
ECB_01692,310,0.0194769455076
ECB_01694,286,0.00461064359369
ECB_01695,178,0.00778264457564
ECB_01696,222,0.00431872550517
ECB_01697,200,0.00727118644068
ECB_01698,463,0.0048931678686
ECB_01700,87,0.0523930125333
ECB_01701,753,0.00639851141573
ECB_01703,473,0.013309683353
ECB_01704,280,0.00937651331719
ECB_01706,452,0.00291485425729
ECB_01707,119,0.00392156862745
ECB_01708,112,0.00481739305892
ECB_01709,275,0.0097113507961
ECB_01710,295,0.0296026046155
ECB_01711,212,0.0407632448566
ECB_01712,161,0.00890970979401
ECB_01713,322,0.00558830754114
ECB_01714,447,0.0161566753877
ECB_01715,492,0.0328257774103
ECB_01716,344,0.00880469057942
ECB_01717,406,0.0166847568952
ECB_01718,272,0.0146539548023
ECB_01719,252,0.0292552237467
ECB_01721,235,0.0096790479625
ECB_01722,182,0.0131930216676
ECB_01724,519,0.0405408053297
ECB_01725,246,0.0578338156263
ECB_01727,208,0.0292861799218
ECB_01728,135,0.0249257166771
ECB_01730,447,0.00377785361291
ECB_01732,672,0.0262266276567
ECB_01733,349,0.0063587651563
ECB_01734,189,0.0250500702478
ECB_01735,666,0.00703330449093
ECB_01736,338,0.0163206632568
ECB_01737,219,0.0230193741454
ECB_01747,147,0.0210384718859
ECB_01748,334,0.00139551405663
ECB_01749,301,0.0240310077519
ECB_01750,299,0.0348978704911
ECB_01751,248,0.00403453617642
ECB_01754,491,0.0392223871495
ECB_01760,393,0.00938169376518
ECB_01761,122,0.0176947300176
ECB_01763,384,0.0588850635593
ECB_01768,212,0.014521372988
ECB_01774,375,0.0077604519774
ECB_01775,583,0.0195453091839
ECB_01776,193,0.00617956148825
ECB_01777,231,0.00879007997652
ECB_01778,636,0.00291013751199
ECB_01783,192,0.00826859698682
ECB_01786,518,0.000743843116724
ECB_01788,266,0.000250626566416
ECB_01789,286,0.010232705148
ECB_01790,152,0.00374293785311
ECB_01791,206,0.0274395260819
ECB_01792,269,0.0219351857686
ECB_01800,293,0.00180289620331
ECB_01801,682,0.00546332654042
ECB_01802,232,0.00717173193064
ECB_01804,451,0.0145665000564
ECB_01805,891,0.00620644613112
ECB_01806,506,0.0213181929836
ECB_01809,219,0.0180868353843
ECB_01810,113,0.00980450977451
ECB_01811,290,0.0145061367621
ECB_01814,218,0.0196496138496
ECB_01815,220,0.0021854134566
ECB_01821,213,0.00109015675977
ECB_01822,625,0.00553853107345
ECB_01823,491,0.00156719251614
ECB_01824,289,0.00320215823119
ECB_01825,527,0.0132998852904
ECB_01827,440,0.00483821263482
ECB_01828,352,0.0483708911145
ECB_01829,251,0.00136628626736
ECB_01830,261,0.00471026257116
ECB_01831,336,0.00110135862255
ECB_01834,174,0.00130203259952
ECB_01835,246,0.00140324284599
ECB_01836,169,0.0659378865376
ECB_01837,590,0.00657665421814
ECB_01838,188,0.008122971511
ECB_01841,247,0.0017269379446
ECB_01842,323,0.00831015724756
ECB_01844,366,0.0165740483468
ECB_01845,248,0.055492527793
ECB_01846,190,0.0134255129349
ECB_01847,577,0.00454033624142
ECB_01865,477,0.0055028485473
ECB_01868,519,0.00483328434734
ECB_01869,346,0.0166111492113
ECB_01870,167,0.000991237863257
ECB_01873,170,0.0049617813227
ECB_01875,403,0.0205184281729
ECB_01876,221,0.0038678835289
ECB_01877,182,0.00100577388713
ECB_01878,610,0.0151106788923
ECB_01883,452,0.021400179991
ECB_01884,260,0.0756692742286
ECB_01885,137,0.00762093282197
ECB_01887,211,0.0374943101186
ECB_01890,278,0.0277771003536
ECB_01894,536,0.00967724934649
ECB_01895,238,0.0245715235247
ECB_01898,315,0.0100457358084
ECB_01899,315,0.0179445789615
ECB_01900,359,0.0243693247093
ECB_01901,259,0.0150775472809
ECB_01912,157,0.0203101946813
ECB_01914,491,0.0145914598364
ECB_01918,316,0.011050918973
ECB_01919,274,0.00424759783909
ECB_01921,312,0.00412139649428
ECB_01922,437,0.0208638767146
ECB_01923,359,0.0128322553232
ECB_01924,356,0.00937757887387
ECB_01925,196,0.00582555055921
ECB_01926,246,0.014101327454
ECB_01927,258,0.00881837691061
ECB_01928,203,0.0196571205922
ECB_01931,484,0.015403651305
ECB_01970,617,0.00848922707835
ECB_01971,193,0.00361523374608
ECB_01972,234,0.00327635327635
ECB_01974,297,0.0359299206757
ECB_01975,450,0.0119334588826
ECB_01977,253,0.0604430450414
ECB_01978,219,0.0278177643629
ECB_01979,464,0.0285688194039
ECB_01982,471,0.0100699317476
ECB_01983,467,0.0171741734112
ECB_01984,240,0.00398069679849
ECB_02027,334,0.0122652999087
ECB_02029,248,0.00229405868416
ECB_02030,275,0.0388597842835
ECB_02031,266,0.00496580434136
ECB_02032,262,0.0305257256221
ECB_02043,379,0.00377890076472
ECB_02044,680,0.00444416749751
ECB_02054,244,0.00548995091229
ECB_02055,566,0.00265516759498
ECB_02058,243,0.00821417776848
ECB_02059,308,0.0237508254457
ECB_02060,385,0.0185794995964
ECB_02061,305,0.0249902750764
ECB_02062,789,0.00775135514454
ECB_02063,585,0.0102679994205
ECB_02064,313,0.00756304037833
ECB_02065,203,0.013598285603
ECB_02067,253,0.065259820013
ECB_02069,338,0.0230852806472
ECB_02070,144,0.0135867859385
ECB_02072,294,0.00318421153772
ECB_02073,239,0.000139470013947
ECB_02075,412,0.0269431188635
ECB_02077,336,0.00280468119451
ECB_02080,348,0.00611728034288
ECB_02081,424,0.0154287922396
ECB_02083,278,0.0110799495996
ECB_02085,489,0.00177116911026
ECB_02086,293,0.0112454445537
